id,title,author,first_publish_year,rating,author_encoded,cluster
3147,Key Out of Time,Andre Norton,1963,5.0,8,3
3148,Hustler (Alpha Books),Walter S. Tevis,1959,4.0,3,0
3149,Black Hills,Nora Roberts,2009,4.0,89,2
3150,Celebrity in Death,Nora Roberts,2012,5.0,89,2
3151,When the Women Come Out to Dance,Elmore Leonard,2002,4.0,19,4
3152,Pleading guilty,Scott Turow,1993,4.0,3,4
3153,Cross the line,James Patterson,2016,4.0,101,2
3154,If It Bleeds,Stephen King,2020,5.0,70,2
3155,Past tense,Lee Child,2018,5.0,24,1
3156,The case of the careless kitten,Erle Stanley Gardner,1942,5.0,9,3
3157,Prime Time,Sandra Brown,1983,5.0,43,1
3158,The Kilternan legacy,Anne McCaffrey,1976,4.0,25,4
3159,Goosebumps - Return of the Mummy,Robert Lawrence Stine,1994,4.0,33,4
3160,Be Careful What You Wish For,Jeffrey Archer,2014,4.0,24,4
3161,The Mummy,Anne Rice,1989,5.0,23,1
3162,Courting Trouble CD,Lisa Scottoline,1975,4.0,1,4
3163,A Long Way from Chicago,Richard Peck,1998,5.0,2,1
3164,Rapture in Death,Nora Roberts,1996,5.0,89,2
3165,The Box Car Children-Blue Bay Mystery,Gertrude Chandler Warner,1961,5.0,15,3
3166,Cometh the Hour,Jeffrey Archer,2016,4.0,24,4
3167,Word of honor,Nelson De Mille,1985,5.0,16,1
3168,The PISTACHIO PRESCRIPTION,Paula Danziger,1978,5.0,9,1
3169,Otis Spofford,Beverly Cleary,1953,4.0,24,0
3170,David Starr - Space Ranger,Isaac Asimov,1952,5.0,25,3
3171,Where's Wally?,Martin Handford,1987,5.0,1,1
3172,The Bazaar of Bad Dreams,Stephen King,2015,5.0,70,2
3173,My Brother Sam Is Dead,James Lincoln Collier,1974,5.0,1,1
3174,Bliss,Peter Carey,1981,4.0,2,4
3175,Thornyhold,Mary Stewart,1988,4.0,16,4
3176,Grave mistake,Ngaio Marsh,1978,4.0,22,4
3177,1Q84 [3/3],村上春樹,2010,4.0,13,4
3178,Sommarboken,Tove Jansson,1972,5.0,9,1
3179,Death at the president's lodging,Michael Innes,1936,4.0,7,0
3180,Agente Secreto Zero Zero Kappa,Elisabetta Dami,2004,5.0,33,1
3181,The Einstein intersection,Samuel R. Delany,1967,4.0,5,4
3182,Windhaven,George R. R. Martin,1981,4.0,10,4
3183,What's bred in the bone,Robertson Davies,1985,4.0,6,4
3184,The Magic Strings of Frankie Presto,Mitch Albom,2015,5.0,5,1
3185,All Tomorrow's Parties,William Gibson,1999,5.0,8,1
3186,Menzogna e sortilegio,Elsa Morante,1948,4.0,3,0
3187,Portrait of a marriage,Pearl S. Buck,1941,4.0,14,0
3188,The Highway Rat,Julia Donaldson,2011,5.0,14,1
3189,Mr. Sammler's Planet,Saul Bellow,1970,4.0,7,4
3190,No man's land,David Baldacci,2016,4.0,36,4
3191,Superworm,Julia Donaldson,2012,5.0,14,1
3192,A walk among the tombstones,Lawrence Block,1992,5.0,13,1
3193,Music in the Night,V. C. Andrews,1998,5.0,25,1
3194,Unlucky 13,James Patterson,2014,5.0,101,2
3195,Lavinia,Ursula K. Le Guin,2008,4.0,15,4
3196,Sharpe's Waterloo,Bernard Cornwell,1990,4.0,27,4
3197,Summer Story,Jill Barklem,1980,5.0,4,1
3198,Feathers In The Fire,Catherine Cookson,1971,5.0,7,1
3199,Stickeen,John Muir,1909,4.0,1,0
3200,Coniston,Winston Churchill,1906,4.0,2,0
3201,The New Year,Pearl S. Buck,1968,4.0,14,4
3202,Restoree,Anne McCaffrey,1967,5.0,25,1
3203,Smith,Leon Garfield,1967,4.0,1,4
3204,Star Wars - The Thrawn Trilogy - The Last Command,Timothy Zahn,1993,4.0,3,4
3205,The Midnight Line,Lee Child,2017,4.0,24,4
3206,The house of special purpose,John Boyne,1998,4.0,6,4
3207,The four-story mistake,Elizabeth Enright,1942,5.0,5,3
3208,Charlie Bone and the time twister,Jenny Nimmo,2002,5.0,5,1
3209,"Assassination Bureau, Ltd.",Jack London,1963,5.0,22,3
3210,Fingersmith,Sarah Waters,2002,5.0,3,1
3211,Rules of Civility,Amor Towles,2011,4.0,2,4
3212,Divided in death,Nora Roberts,2004,5.0,89,2
3213,Shelter Mountain,Robyn Carr,2007,5.0,5,1
3214,Paddington Bear (Paddington),Michael Bond,1972,5.0,7,1
3215,Mr. Bump,Roger Hargreaves,1971,5.0,3,1
3216,The Little Engine That Could,Watty Piper,1976,5.0,1,1
3217,Star Wars Episode VI - The Return of the Jedi,James Kahn,1983,5.0,1,1
3218,Rose,Martin Cruz Smith,1996,4.0,6,4
3219,Fortune's Favourites,Colleen McCullough,1993,4.0,6,4
3220,The Magic in the Weaving,Tamora Pierce,1997,4.0,9,4
3221,Derailed,James Siegel,2002,4.0,1,4
3222,Lo strano caso dei Giochi Olimpici,Elisabetta Dami,2004,5.0,33,1
3223,Moonlight Becomes You,Mary Higgins Clark,1996,4.0,20,4
3224,Scarlett,Alexandra Ripley,1991,5.0,1,1
3225,"Kepler, a novel",John Banville,1981,4.0,1,4
3226,Bad Dirt,Annie Proulx,2004,5.0,6,1
3227,Curious George,H. A. Rey,1941,5.0,1,3
3228,Murphy,Samuel Beckett,1947,5.0,3,3
3229,Extremely Loud and Incredibly Close,Jonathan Safran Foer,2005,4.0,2,4
3230,Black Wind,Clive Cussler,2004,5.0,35,1
3231,Petals of blood,Ngũgĩ wa Thiongʼo,1977,4.0,4,4
3232,Family Happiness,Laurie Colwin,1982,4.0,1,4
3233,An English murder,Cyril Hare,1951,4.0,2,0
3234,"The Mummy, the Will, and the Crypt",John Bellairs,1983,4.0,4,4
3235,Angus and the Cat,Marjorie Flack,1900,5.0,3,3
3236,The devil’s novice,Edith Pargeter,1983,5.0,14,1
3237,"The Hand of Oberon (The Chronicles of Amber, Book 4)",Roger Zelazny,1976,4.0,10,4
3238,Crescendo,Becca Fitzpatrick,2009,5.0,1,1
3239,Words of Radiance,Brandon Sanderson,2012,4.0,13,4
3240,An accidental man,Iris Murdoch,1971,5.0,9,1
3241,Niezwyciężony,Stanisław Lem,1967,5.0,4,1
3242,The Girl Before,J. P. Delaney,2000,4.0,1,4
3243,Songmaster,Orson Scott Card,1980,5.0,16,1
3244,Snowfall at Willow Lake,Susan Childress,2008,4.0,2,4
3245,Firefight,Brandon Sanderson,2001,5.0,13,1
3246,Maigret aux assises,Georges Simenon,1960,4.0,45,0
3247,Maigret et l'homme du banc,Georges Simenon,1953,5.0,45,3
3248,Les Vacances de Maigret,Georges Simenon,1948,4.0,45,0
3249,The Long Secret,Louise Fitzhugh,1965,5.0,2,3
3250,Shadow of a dark queen,Raymond E. Feist,1994,4.0,8,4
3251,"God bless you, Mr. Rosewater",Kurt Vonnegut,1965,4.0,11,4
3252,Shiloh,Phyllis Reynolds Naylor,1991,5.0,1,1
3253,Novecento,Alessandro Baricco,1994,5.0,5,1
3254,Shabanu Daughter of the Wind,Suzanne Fisher Staples,1989,5.0,1,1
3255,How do dinosaurs eat their food?,Jane Yolen,2005,5.0,4,1
3256,Il tempio del rubino di fuoco,Elisabetta Dami,2004,5.0,33,1
3257,High Rhulain (Redwall #18),Brian Jacques,2005,5.0,15,1
3258,Survivor in Death,Nora Roberts,2005,5.0,89,2
3259,The tale of Pigling Bland,Beatrix Potter,1913,4.0,21,0
3260,The Gabriel Hounds,Mary Stewart,1967,4.0,16,4
3261,Beren and Lúthien,J.R.R. Tolkien,2017,5.0,14,1
3262,Book of a Thousand Days,Shannon Hale,2007,4.0,5,4
3263,Year of Wonders,Geraldine Brooks,2001,5.0,3,1
3264,Der Butt,Günter Grass,1977,4.0,3,4
3265,瘋癲老人日記 (Fūten rōjin nikki),谷崎潤一郎,1962,4.0,4,4
3266,Mirror Image,Sandra Brown,1990,5.0,43,1
3267,Ultramarine,Malcolm Lowry,1933,5.0,2,3
3268,Pervai͡a︡ li͡u︡bovʹ,Ivan Sergeevich Turgenev,1904,4.0,10,0
3269,Polar Shift,Clive Cussler,2005,5.0,35,1
3270,Cinnamon Kiss,Walter Mosley,2001,5.0,9,1
3271,War of the Twins,Margaret Weis,1986,4.0,8,4
3272,Chill factor,Sandra Brown,2003,5.0,43,1
3273,Raising Steam,Terry Pratchett,2013,5.0,54,2
3274,The Silver Branch,Rosemary Sutcliff,1957,4.0,4,0
3275,Skeleton Coast,Clive Cussler,2006,5.0,35,1
3276,The Silver Hand,Stephen R. Lawhead,1992,4.0,4,4
3277,Small steps,Louis Sachar,2006,5.0,6,1
3278,Delusion in Death,Nora Roberts,2012,4.0,89,2
3279,Brian's Winter,Gary Paulsen,1996,4.0,4,4
3280,Sharpe's Havoc,Bernard Cornwell,2003,5.0,27,1
3281,Come to Grief,Dick Francis,1995,4.0,24,4
3282,The Grim Grotto,Lemony Snicket,2004,5.0,14,1
3283,Batman,Alan Moore,1988,5.0,4,1
3284,CASTLE DOR,Arthur Quiller-Couch,1940,4.0,2,0
3285,Tipping the Velvet,Sarah Waters,1999,5.0,3,1
3286,Time Cat,Lloyd Alexander,1963,5.0,5,3
3287,There's a Wocket in my Pocket!,Dr. Seuss,1974,4.0,16,4
3288,Imogene's Antlers,David Small,1985,4.0,1,4
3289,Thidwick the Big-Hearted Moose,Dr. Seuss,1948,4.0,16,0
3290,Soumission,Michel Houellebecq,2015,4.0,6,4
3291,Sundiver,David Brin,1980,5.0,3,1
3292,Stolen,Kelley Armstrong,2002,5.0,2,1
3293,Tomorrow's Promise,Sandra Brown,1983,5.0,43,1
3294,The deeds of the disturber,Elizabeth Peters,1988,4.0,3,4
3295,Murder Most Royal,Victoria Holt,1949,5.0,23,3
3296,Black Swan Green,David Mitchell,2006,5.0,3,1
3297,Die Nacht von Lissabon,Erich Maria Remarque,1962,5.0,11,3
3298,Confessions of a murder suspect,James Patterson,2012,5.0,101,2
3299,Noddy and His Car,Enid Blyton,1951,4.0,38,0
3300,Forrest Gump,Winston Groom,1986,5.0,1,1
3301,Portrait in death,Nora Roberts,2003,5.0,89,2
3302,La Orden Del Temple/ the Last Templar,Raymond Khoury,2005,4.0,1,4
3303,The portion of labor,Mary Eleanor Wilkins Freeman,1901,4.0,6,0
3304,La possibilité d'une île,Michel Houellebecq,2005,4.0,6,4
3305,"To Sir Phillip, With Love",Julia Quinn,2003,5.0,4,1
3306,Havana Storm,Clive Cussler,2014,4.0,35,4
3307,Imitation in Death,Nora Roberts,2003,5.0,89,2
3308,Time out of joint,Philip K. Dick,1959,5.0,18,3
3309,InterWorld,Neil Gaiman,2007,5.0,15,1
3310,Dream Angus,Alexander McCall Smith,2006,4.0,13,4
3311,David Blaize,E. F. Benson,1916,5.0,3,3
3312,Arkham Asylum,Grant Morrison,1920,5.0,1,3
3313,Todas las almas,Javier Marías,1989,5.0,3,1
3314,Nervous Conditions,Tsitsi Dangarembga,1988,4.0,1,4
3315,Tarabas,Joseph Roth,1934,4.0,5,0
3316,Fa Maru a Pula a Kokoana Setswana,Bessie Head,1968,5.0,1,1
3317,The turquoise lament,John D. MacDonald,1973,5.0,2,1
3318,A Dog's Purpose,W. Bruce Cameron,2010,5.0,2,1
3319,Children of the Mind,Orson Scott Card,1996,5.0,16,1
3320,The Taggerung,Brian Jacques,2001,4.0,15,4
3321,The Day the Crayons Quit,Drew Daywalt,2013,5.0,1,1
3322,The Relatives Came,Cynthia Rylant,1985,5.0,4,1
3323,The Great Alone,Kristin Hannah,2018,5.0,7,1
3324,Murder in LaMut,Raymond E. Feist,1975,4.0,8,4
3325,Madeline's Christmas,Ludwig Bemelmans,1956,5.0,5,3
3326,Wayside School Gets a Little Stranger (Wayside School #3),Louis Sachar,1995,5.0,6,1
3327,Wemberly Worried,Kevin Henkes,2000,4.0,7,4
3328,The Summer I Turned Pretty,Jenny Han,2000,5.0,2,1
3329,Crazy Rich Asians,Kevin Kwan,2013,4.0,1,4
3330,Gregor and the Code of Claw,Suzanne Collins,2007,5.0,9,1
3331,Encyclopedia Brown Solves Them All (Encyclopedia Brown),Donald J. Sobol,1968,5.0,3,1
3332,London Particular,Christianna Brand,1952,5.0,2,3
3333,Tigers at Twilight,Mary Pope Osborne,1999,4.0,28,4
3334,A Tree Is Nice,Janice May Udry,1956,5.0,1,3
3335,The Death Cure,James Dashner,2011,5.0,2,1
3336,The Whistler,John Grisham,2016,4.0,31,4
3337,Nevermore,James Patterson,2012,5.0,101,2
3338,The Racketeer,John Grisham,2012,4.0,31,4
3339,Life Expectancy,Dean Koontz,2004,5.0,48,2
3340,Maigret et la jeune morte,Georges Simenon,1954,5.0,45,3
3341,The Ghost Pirates,William Hope Hodgson,1909,4.0,2,0
3342,Family (Firstborn),Karen Kingsbury,2006,5.0,6,1
3343,The night swimmers,Betsy Cromer Byars,1980,5.0,5,1
3344,M Is for Magic,Neil Gaiman,2001,5.0,15,1
3345,Seven Days in May,Fletcher Knebel,1962,4.0,1,4
3346,The Pride and the Anguish,Douglas Reeman,1968,5.0,4,1
3347,A Virgin River Christmas,Robyn Carr,2008,5.0,5,1
3348,Walter the baker,Eric Carle,1972,5.0,16,1
3349,Black Amber,Phyllis A. Whitney,1964,4.0,13,4
3350,The Prodigal Judge,Vaughan Kester,1911,4.0,1,0
3351,Would You Rather?,John Burningham,1978,5.0,3,1
3352,Tower of Dawn,Sarah J. Maas,2017,5.0,11,1
3353,The Witches of Karres,James H. Schmitz,1966,5.0,1,1
3354,The courts of chaos,Roger Zelazny,1978,4.0,10,4
3355,Trumps of doom,Roger Zelazny,1985,4.0,10,4
3356,Color of Murder,Julian Symons,1957,4.0,1,0
3357,Usagi Yojimbo,Stan Sakai,1987,4.0,1,4
3358,Remote Control,Andy McNab,1997,4.0,3,4
3359,The Portygee,Joseph Crosby Lincoln,1920,5.0,2,3
3360,The stone gods,Jeanette Winterson,2007,5.0,7,1
3361,The human comedy,William Saroyan,1943,5.0,1,3
3362,The Blue Hammer,Ross Macdonald,1976,5.0,3,1
3363,A partisan's daughter,Louis de Bernières,1998,4.0,4,4
3364,Paddington at Large (Paddington Bear),Michael Bond,1962,4.0,7,4
3365,Nightmare Hour - Time for Terror,Robert Lawrence Stine,1999,5.0,33,1
3366,Cuba Libre,Elmore Leonard,1998,4.0,19,4
3367,Happy Day,Ruth Krauss,1949,4.0,4,0
3368,Long road to mercy,David Baldacci,2018,4.0,36,4
3369,Stephanie's Ponytail (Classic Munsch),Robert N Munsch,1996,5.0,4,1
3370,Ho theios Petros kai hē eikasia tou gkolntmpach,Apostolos K. Doxiadēs,1992,4.0,1,4
3371,"Days of Magic, Nights of War",Clive Barker,2002,5.0,3,1
3372,Clans of the Alphane Moon,Philip K. Dick,1964,4.0,18,4
3373,Dragon's Blood,Jane Yolen,1982,5.0,4,1
3374,The Private School Murders,James Patterson,2013,4.0,101,2
3375,Private #1 Suspect,James Patterson,2011,4.0,101,2
3376,The Figure in the Shadows,John Bellairs,1975,5.0,4,1
3377,A Little Yellow Dog (Easy Rowlins Mysteries),Walter Mosley,1996,5.0,9,1
3378,The Final Detail,Harlan Coben,1999,4.0,16,4
3379,Senza Sangue,Alessandro Baricco,2002,5.0,5,1
3380,Fantasy in death,Nora Roberts,2010,5.0,89,2
3381,A writer's notebook,William Somerset Maugham,1949,4.0,13,0
3382,Rainwater,Sandra Brown,2009,5.0,43,1
3383,Briefing for a Descent into Hell,Doris Lessing,1971,4.0,8,4
3384,The Circle of Reason,Amitav Ghosh,1986,4.0,4,4
3385,Planet of Exile,Ursula K. Le Guin,1966,4.0,15,4
3386,Come Sundown,Nora Roberts,1998,5.0,89,2
3387,Basket case,Carl Hiaasen,1993,4.0,10,4
3388,Felidae,Akif Pirinçci,1989,4.0,1,4
3389,The Sacred Art of Stealing,Christopher Brookmyre,2002,4.0,1,4
3390,Amari and the Night Brothers,B. B. Alston,2021,5.0,1,1
3391,Horrid Henry,Francesca Simon,1994,5.0,1,1
3392,Ruby the Red Fairy,Daisy Meadows,2003,4.0,1,4
3393,Matthew's Dream,Leo Lionni,1991,4.0,8,4
3394,The third eye,T. Lobsang Rampa,1956,4.0,1,0
3395,Armageddon's Children (Genesis of Shannara),Terry Brooks,2006,4.0,14,4
3396,Not wanted on the voyage,Timothy Findley,1984,4.0,3,4
3397,Possum magic,Mem Fox,1983,4.0,3,4
3398,La sombra del águila,Arturo Pérez-Reverte,1993,5.0,14,1
3399,Riddley Walker,Russell Hoban,1980,5.0,8,1
3400,And to think that I saw it on Mulberry Street,Dr. Seuss,1937,5.0,16,3
3401,Alvin Journeyman,Orson Scott Card,1995,4.0,16,4
3402,Emperor Mage (Immortals #3),Tamora Pierce,1994,5.0,9,1
3403,Blindsight,Robin Cook,1991,5.0,1,1
3404,The City and the Stars,Arthur C. Clarke,1956,5.0,12,3
3405,Lincoln in the Bardo,George Saunders,2017,4.0,1,4
3406,Kalki,Gore Vidal,1978,5.0,5,1
3407,Always Coming Home,Ursula K. Le Guin,1985,5.0,15,1
3408,Arthur,Stephen R. Lawhead,1989,5.0,4,1
3409,Sharing a Shell,Julia Donaldson,2004,5.0,14,1
3410,The League of Frightened Men,Rex Stout,1935,4.0,4,0
3411,The guns of Navarone,Alistair MacLean,1957,5.0,7,3
3412,Oliver Button is a Sissy,Tomie dePaola,1979,5.0,3,1
3413,Rainbow Fish to the Rescue,Marcus Pfister,1992,5.0,2,1
3414,The brutal telling,Louise Penny,2009,5.0,1,1
3415,"Hamlet, revenge!",Michael Innes,1937,4.0,7,0
3416,La Carte et le Territoire,Michel Houellebecq,2010,4.0,6,4
3417,The Border Legion,Zane Grey,1916,5.0,8,3
3418,The case of the substitute face,Erle Stanley Gardner,1938,4.0,9,0
3419,Live by Night,Dennis Lehane,2012,4.0,13,4
3420,It's Halloween You 'Fraidy Mouse!,Elisabetta Dami,1995,5.0,33,1
3421,"Reunion in Death (In Death, 14)",Nora Roberts,2002,5.0,89,2
3422,Die Wolke,Gudrun Pausewang,1987,5.0,1,1
3423,Кроткая,Фёдор Михайлович Достоевский,1914,4.0,15,0
3424,The Kalahari Typing School for Men,Alexander McCall Smith,2002,4.0,13,4
3425,The hot rock,Donald E. Westlake,1970,4.0,4,4
3426,めくらやなぎと眠る女,村上春樹,2006,4.0,13,4
3427,Visions in Death,Nora Roberts,2004,5.0,89,2
3428,The Paid Companion,Jayne Ann Krentz,2004,4.0,3,4
3429,Dead and Gone,Charlaine Harris,2009,5.0,15,1
3430,De aanslag,Harry Mulisch,1982,4.0,1,4
3431,Prentice Alvin,Orson Scott Card,1989,4.0,16,4
3432,Private Berlin,James Patterson,2013,4.0,101,2
3433,Rascal,Sterling North,1963,5.0,1,3
3434,Nature Girl,Carl Hiaasen,2006,5.0,10,1
3435,Running With the Demon,Terry Brooks,1997,5.0,14,1
3436,Freedom's landing,Anne McCaffrey,1995,5.0,25,1
3437,El caballero del jubón amarillo,Arturo Pérez-Reverte,2003,5.0,14,1
3438,Franklin's blanket,Paulette Bourgeois,1995,5.0,14,1
3439,Mister Happy,Roger Hargreaves,1971,5.0,3,1
3440,Jumanji,Chris Van Allsburg,1981,4.0,2,4
3441,Birthright,Nora Roberts,2003,4.0,89,2
3442,The second time around,Mary Higgins Clark,2003,5.0,20,1
3443,"Watch Your Whiskers, Stilton!",Elisabetta Dami,2000,5.0,33,1
3444,The Rosie effect,Graeme Simsion,2014,4.0,2,4
3445,Sanctus,Simon Toyne,2011,4.0,1,4
3446,The secret of Shambhala,James Redfield,1999,5.0,3,1
3447,Star Wars Episode V - The Empire Strikes Back,Donald F. Glut,1980,5.0,1,1
3448,Metro girl,Janet Evanovich,2004,5.0,10,1
3449,Resolution,Denise Mina,2001,5.0,3,1
3450,Purity in Death,Nora Roberts,2002,5.0,89,2
3451,Wolf Brother,Michelle Paver,2004,4.0,1,4
3452,The Magicians' Guild,Trudi Canavan,2001,5.0,1,1
3453,The Legend of Luke,Brian Jacques,1999,5.0,15,1
3454,Wolf-Speaker (The Immortals #2),Tamora Pierce,1994,5.0,9,1
3455,"No, David!",David Shannon,1998,5.0,3,1
3456,Body Double,Tess Gerritsen,2004,5.0,3,1
3457,Sacred Sins,Nora Roberts,1987,5.0,89,2
3458,Gentlemen prefer blondes,Anita Loos,1925,5.0,1,3
3459,Enchanters' End Game (The Belgariad),David Eddings,1984,4.0,2,4
3460,The Christmas Miracle of Jonathan Toomey,Susan Wojciechowski,1995,5.0,1,1
3461,Yesterday's Son,A. C. Crispin,1983,5.0,1,1
3462,The promise,Pearl S. Buck,1943,5.0,14,3
3463,Utvandrarna,Vilhelm Moberg,1949,5.0,1,3
3464,The Eighth Day,Thornton Wilder,1967,5.0,4,1
3465,The Cave of Time,Edward Packard,1979,5.0,1,1
3466,"Red, White & Royal Blue",Casey McQuiston,2019,4.06,1,4
3467,Stink and the incredible super-galactic jawbreaker,Megan McDonald,2006,5.0,12,1
3468,The ghost road,Pat Barker,1995,5.0,1,1
3469,Star Trek,Gene Roddenberry,1978,4.0,1,4
3470,スプートニクの恋人,村上春樹,1999,5.0,13,1
3471,Happinessᵀᴹ,Will Ferguson,2001,4.0,1,4
3472,The Stainless Steel Rat's Revenge,Harry Harrison,1970,4.0,9,4
3473,Battle royale,Kōshun Takami,1999,4.0,1,4
3474,Conan,Robert E. Howard,1967,5.0,2,1
3475,Maigret et le corps sans tête,Georges Simenon,1955,4.0,45,0
3476,Maigret et l'affaire Nahour,Georges Simenon,1967,4.0,45,4
3477,Maigret et son mort,Georges Simenon,1948,4.0,45,0
3478,Maigret s'amuse,Georges Simenon,1957,4.0,45,0
3479,Seveneves,Neal Stephenson,2015,5.0,8,1
3480,Marlfox (Redwall #11),Brian Jacques,1998,4.0,15,4
3481,L'ombre chinoise,Georges Simenon,1932,4.0,45,0
3482,Artemis Fowl and the Atlantis Complex,Eoin Colfer,2010,4.0,13,4
3483,Shadows of yesterday,Sandra Brown,1983,5.0,43,1
3484,The Hundred Days (Aubrey-Maturin (Audio)),Patrick O'Brian,1998,5.0,21,1
3485,Stick,Elmore Leonard,1983,4.0,19,4
3486,Agincourt,Bernard Cornwell,2001,4.0,27,4
3487,Obscure destinies,Willa Cather,1932,4.0,9,0
3488,Fame,Karen Kingsbury,2004,5.0,6,1
3489,Das kunstseidene Mädchen,Irmgard Keun,1932,4.0,2,0
3490,Danslärarens återkomst,Henning Mankell,2001,5.0,16,1
3491,The Mighty Quinns,Kate Hoffmann,2001,5.0,1,1
3492,Grave secret,Charlaine Harris,2009,4.0,15,4
3493,Slapstick,Kurt Vonnegut,1976,4.0,11,4
3494,A baby sister for Frances,Russell Hoban,1964,5.0,8,3
3495,Send No More Roses,Eric Ambler,1977,4.0,10,4
3496,The Shrinking of Treehorn,Florence Parry Heide,1971,4.0,1,4
3497,Skin Tight,Carl Hiaasen,1989,4.0,10,4
3498,"Great Tales and Poems of Edgar Allan Poe [21 stories, 34 poems]",Edgar Allan Poe,1940,4.0,14,0
3499,I Funny,James Patterson,1900,5.0,101,2
3500,Tithe,Holly Black,2002,5.0,1,1
3501,The Informers,Bret Easton Ellis,1994,5.0,5,1
3502,Hunter's Green,Phyllis A. Whitney,1968,5.0,13,1
3503,Terroristerna,Maj Sjöwall,1975,4.0,10,4
3504,Settling accounts,Harry Turtledove,2004,4.0,2,4
3505,I'll Be Seeing You,Mary Higgins Clark,1993,5.0,20,1
3506,The storied life of A. J. Fikry,Gabrielle Zevin,2014,4.0,1,4
3507,Hit Man (John Keller Mysteries (Audio)),Lawrence Block,1998,4.0,13,4
3508,True grit,Charles Portis,1968,4.0,2,4
3509,A Pale View of Hills,Kazuo Ishiguro,1982,4.0,8,4
3510,Bittersweet Rain,Sandra Brown,1984,4.0,43,4
3511,Brave Irene,William Steig,1986,5.0,9,1
3512,Anastasia Again,Lois Lowry,1981,5.0,7,1
3513,Pearl-Maiden,H. Rider Haggard,1901,4.0,14,0
3514,Tales of Ten Worlds,Arthur C. Clarke,1962,4.0,12,4
3515,Billard um halb zehn,Heinrich Böll,1959,4.0,2,0
3516,Midnight Cowboy,James Leo Herlihy,1965,5.0,1,3
3517,Miguel Street,V. S. Naipaul,1959,4.0,3,0
3518,The croquet player,H. G. Wells,1936,5.0,24,3
3519,Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,1908,5.0,1,3
3520,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987,4.28,1,4
3521,Breathless,Dean Koontz,2009,4.0,48,4
3522,Zia,Scott O'Dell,1976,5.0,4,1
3523,The 9th judgment,James Patterson,2010,4.0,101,2
3524,The Duke and I,Julia Quinn,2000,5.0,4,1
3525,Welcome to the Monkey House,Kurt Vonnegut,1950,4.0,11,0
3526,Hunting for Hidden Gold,Franklin W. Dixon,1920,5.0,10,3
3527,The Time of the Ghost,Diana Wynne Jones,1981,5.0,10,1
3528,Blue Willow,Doris Gates,1940,5.0,1,3
3529,Den vedervärdige mannen fraan Säffle,Maj Sjöwall,1971,4.0,10,4
3530,"""F"" is for fugitive",Sue Grafton,1989,5.0,7,1
3531,The secret of the caves,Franklin W. Dixon,1929,4.0,10,0
3532,The Complete Tales of Beatrix Potter,Beatrix Potter,1984,5.0,21,1
3533,The Druid of Shannara,Terry Brooks,1991,5.0,14,1
3534,Badger's Parting Gifts,Susan Varley,1984,5.0,1,1
3535,The Ice Dragon,George R. R. Martin,2006,4.0,10,4
3536,13 little blue envelopes,Maureen Johnson,2005,5.0,1,1
3537,Max,James Patterson,2009,5.0,101,2
3538,Demon Dentist,David Walliams,2013,5.0,3,1
3539,Between Shades of Gray,Ruta Sepetys,1999,4.37,1,4
3540,The Last Guardian,Eoin Colfer,2012,5.0,13,1
3541,Day Jimmy's Boa Ate the Wash,Trinka Hakes Noble,1980,5.0,1,1
3542,The Giving Tree,Shel Silverstein,1964,4.38,1,4
3543,"Good morning, gorillas",Mary Pope Osborne,1991,5.0,28,1
3544,Who Could That Be at this Hour?,Lemony Snicket,2012,4.0,14,4
3545,Ms. Hannah is bananas!,Dan Gutman,2004,4.0,4,4
3546,Crown of Midnight,Sarah J. Maas,2013,5.0,11,1
3547,The Maze Runner,James Dashner,2009,5.0,2,1
3548,Dingoes at Dinnertime,Mary Pope Osborne,2000,5.0,28,1
3549,The Dark Prophecy,Rick Riordan,2017,5.0,18,1
3550,The Enchantress Returns,Chris Colfer,2013,5.0,3,1
3551,Martin the Warrior (Redwall #6),Brian Jacques,1993,5.0,15,1
3552,Where the Mountain Meets the Moon,Grace Lin,2009,5.0,1,1
3553,A bad case of stripes,David Shannon,1998,5.0,3,1
3554,Such a long journey,Rohinton Mistry,1991,4.0,2,4
3555,Viento fuerte,Miguel Ángel Asturias,1950,5.0,3,3
3556,The cat who blew the whistle,Lilian Jackson Braun,1994,5.0,2,1
3557,Golden Son,Pierce Brown,2001,4.0,2,4
3558,色彩を持たない多崎つくると、彼の巡礼の年,村上春樹,2013,4.0,13,4
3559,"Will Grayson, Will Grayson",John Green,2009,5.0,6,1
3560,Fang,James Patterson,1998,5.0,101,2
3561,Small island,Andrea Levy,2004,5.0,1,1
3562,School's Out Forever,James Patterson,2006,5.0,101,2
3563,Mack Bolan,Don Pendleton,1981,5.0,2,1
3564,Penmarric,Susan Howatch,1971,4.0,1,4
3565,Tuareg,Alberto Vázquez-Figueroa,1981,4.0,1,4
3566,Uncanny!,Paul Jennings,1988,5.0,2,1
3567,The Wind Singer Book one in the Wind on Fire Trilogy,William Nicholson,2000,5.0,1,1
3568,"""Doc."" Gordon",Mary Eleanor Wilkins Freeman,1906,5.0,6,3
3569,"PS, I Love You",Cecelia Ahern,2004,5.0,1,1
3570,Katie Mulholland,Catherine Cookson,1967,5.0,7,1
3571,Lake News,Barbara Delinsky,1999,5.0,1,1
3572,Wildcard,Marie Lu,2018,4.0,3,4
